Gene,Frequency,Median_Rank
CHRNB1,2,1806.5
AC006369.1,2,1808
ELMSAN1,2,1808
NIN,2,1809.5
ELOA-AS1,2,1810
FADS1,2,1810
ZNF540,2,1811.5
AL050343.2,2,1813.5
BBS2,2,1814.5
GBP2,2,1814.5
NUDT4B,2,1815
POP1,2,1815.5
AGAP5,2,1817
DLG3,2,1817
ZNF84,2,1817
RFX3-AS1,2,1818.5
LINC01353,2,1822.5
TLN1,2,1825
FBXO2,2,1827.5
RBBP6,2,1830
NEURL4,2,1830.5
LINC01891,2,1832
AC130650.2,2,1833.5
CBX4,2,1835.5
MTMR3,2,1835.5
PGRMC2,2,1835.5
RNF214,2,1836.5
AL033528.2,2,1838
SND1-IT1,2,1838
TOP3B,2,1838
GGT7,2,1839
VPS13C,2,1841
ZNF565,2,1841
NDUFV2-AS1,2,1841.5
ZNF135,2,1842.5
CARF,2,1843
C16orf46,2,1845
ZNF516,2,1847.5
BRIP1,2,1849.5
POLR2J3,2,1850
CCNG2,2,1850.5
OSER1-DT,2,1853
LINC02575,2,1853.5
BRAF,2,1854
PIK3R4,2,1854
LIN9,2,1855
ATG14,2,1856.5
CTSH,2,1856.5
B4GAT1,2,1857
RECQL4,2,1858
AC012617.1,2,1861.5
TRPS1,2,1862.5
MGA,2,1863.5
AC020915.1,2,1865
NADK2,2,1865.5
PIGL,2,1868.5
RCBTB2,2,1868.5
AC010260.1,2,1869
GTSF1,2,1873
RAB20,2,1873.5
ZMYM4-AS1,2,1873.5
BCL6,2,1874.5
NCK1-DT,2,1875
AGRN,2,1876
ZNF764,2,1876
POC1B-AS1,2,1876.5
IL23A,2,1878.5
ST20-AS1,2,1878.5
SLC27A2,2,1879.5
ZSCAN26,2,1879.5
ZNF512,2,1880.5
PRELID1,2,1882
PIP4P2,2,1883
SIAH1,2,1883
EXOC6B,2,1888.5
NET1,2,1888.5
FBXO34,2,1894
UAP1,2,1894
TMEM123,2,1896
GIPR,2,1899.5
IQCK,2,1899.5
TBC1D3B,2,1902.5
ABRACL,2,1903
CALHM2,2,1904
KLHDC8B,2,1904.5
C9orf3,2,1912.5
CCNL1,2,1913
LINC00426,2,1915.5
FOXP4,2,1918.5
MSR1,2,1919.5
ZNF606,2,1920.5
RTKN,2,1922
LIPT1,2,1924
KCNMB4,2,1926.5
SERTAD3,2,1926.5
SLC4A4,2,1928.5
AL157402.2,2,1933.5
AC105020.6,2,1935
MCF2L2,2,1938
PPP1R1A,2,1938.5
ZNF287,2,1938.5
F8,2,1940
ZBTB20,2,1941.5
ME1,2,1942.5
AC139887.2,2,1949.5
GCHFR,2,1950.5
FAM53B,2,1953.5
MXRA7,2,1954.5
FP236383.2,2,1973.5
PRMT2,2,1974
CYTH3,2,1981
TNFRSF12A,2,1991.5
HIST1H2BH,1,22
AL121820.2,1,23
PTMA,1,42
PPIA,1,51
ZNF85,1,63
TRAJ16,1,69
DDX23,1,79
HLA-A,1,86
DPYSL2,1,89
IGLL1,1,105
RBM33,1,106
MATN1-AS1,1,112
MEF2D,1,112
IGFLR1,1,114
XPA,1,119
CCNDBP1,1,120
TCEAL4,1,125
IGHV1OR15-2,1,128
SSR3,1,133
CREBBP,1,140
RRAGA,1,142
APOD,1,149
TCEA1,1,153
DPYD,1,157
NOP9,1,158
POLG,1,158
EPC1,1,162
RRM1,1,166
YARS,1,167
ENTPD3-AS1,1,168
GLOD4,1,168
APOM,1,171
C19orf66,1,171
HPF1,1,172
AVP,1,173
RANGRF,1,173
ZNF615,1,173
ANKRD13C,1,176
CRYAB,1,181
COMMD1,1,182
TMEM222,1,184
AC093752.3,1,185
FAM136A,1,185
VKORC1L1,1,185
MLX,1,186
SUZ12,1,190
EIF1,1,192
CPB2,1,193
HSPBAP1,1,193
CDC34,1,196
SMC4,1,197
BID,1,198
SPAG9,1,199
GOLGA3,1,200
CDK16,1,201
PCDHB2,1,201
HDDC3,1,203
AC135068.2,1,205
APCS,1,205
HERC2,1,206
ERO1B,1,207
IGKV2-4,1,207
CRP,1,208
CANX,1,209
MT-ND4L,1,210
LMF2,1,211
CTNND1,1,212
ZNF335,1,212
PTBP1,1,213
TSFM,1,214
CHCHD5,1,215
LINC01393,1,219
AGTRAP,1,220
SLC35E2A,1,220
NMRK1,1,222
PENK,1,224
AC005696.2,1,225
GPX2,1,226
C19orf57,1,227
BTBD10,1,228
CEACAM4,1,228
PAQR9-AS1,1,232
ITGB2-AS1,1,234
LRRC66,1,239
ZNF696,1,239
BHMT,1,241
SLC9C1,1,241
IL1RAPL1,1,244
PRSS2,1,244
OPRM1,1,245
PUF60,1,245
AC093388.1,1,246
NPEPL1,1,248
LUC7L3,1,249
AC100835.2,1,250
AC006483.2,1,251
Z82243.1,1,253
LENG9,1,254
AP000439.3,1,257
FECH,1,257
GDF15,1,257
GHITM,1,259
RBP5,1,259
AL158071.1,1,260
CDK2AP1,1,260
CD101,1,262
PHF19,1,262
USP54,1,263
SMIM26,1,265
TDRD12,1,265
CHMP6,1,266
LINC02102,1,266
PCDHGB1,1,266
PDHB,1,267
ATP5F1A,1,268
LYPLA2,1,269
NPIPB4,1,269
STEAP4,1,269
PRR9,1,270
BORCS5,1,272
AC025175.1,1,273
BAIAP2-DT,1,273
TRIM33,1,273
WASHC3,1,274
ZSCAN2,1,274
PPP2R5E,1,275
SAP30L,1,276
IKZF5,1,277
AL157373.2,1,279
CCDC110,1,279
TRIM72,1,279
AL139246.4,1,280
EVI2A,1,280
DNMBP-AS1,1,283
MAGIX,1,284
FTCDNL1,1,286
LINC02228,1,286
SAFB2,1,288
ZNF691,1,289
LINC02384,1,291
IGLV1-41,1,292
PPP1R3D,1,292
SNX20,1,292
FBXL22,1,293
ESRP2,1,294
AL008729.2,1,295
MARCH7,1,295
MITF,1,295
SMN1,1,295
GLT8D2,1,296
TMOD3,1,296
CCL17,1,297
PFDN6,1,297
SLC26A5,1,297
DHX34,1,298
RAB29,1,298
URGCP-MRPS24,1,298
ARFGEF1,1,299
GDF7,1,299
TNNT1,1,299
ANKAR,1,300
DYNC1LI1,1,300
TRNP1,1,300
AL161785.1,1,302
PDIA4,1,302
TET2-AS1,1,304
AC007220.1,1,306
PTRHD1,1,306
LINC02285,1,307
NDUFA6,1,308
AC007040.2,1,309
LINC00298,1,309
TSSK3,1,309
AC016405.2,1,310
SNCA,1,311
PNKD,1,312
KIF21A,1,313
MEDAG,1,313
S1PR3,1,313
DUSP12,1,314
ZNF710,1,315
POM121,1,316
AL139035.1,1,317
TMED10,1,317
AC007298.1,1,318
CTNNA1,1,318
STXBP2,1,318
AC010327.4,1,320
TMEM150B,1,320
FAM13B,1,321
MIP,1,321
PRG2,1,321
BRD9,1,324
C2orf92,1,325
MRPL4,1,325
EHMT2,1,326
PHF21B,1,326
AC009542.1,1,327
AL161785.2,1,327
PTGS1,1,327
AC024901.1,1,328
ICAM5,1,328
CDK6,1,329
ACTA2-AS1,1,330
SMYD5,1,331
ZC2HC1A,1,331
CYB561D2,1,332
KCNJ2-AS1,1,332
AC006333.2,1,333
CYP2C9,1,333
ACOT6,1,334
AP001257.1,1,334
LINC00893,1,334
SH3PXD2B,1,335
TBC1D5,1,335
GUCA1B,1,336
AL139289.1,1,337
WASL,1,337
YIPF5,1,338
ZNF816,1,338
AL355816.1,1,339
CNIH4,1,339
SEPT8,1,340
SERPINF2,1,340
TANK,1,340
ASL,1,341
EPB41L3,1,342
HSD17B10,1,342
RFLNB,1,342
RASA1,1,344
AL355483.4,1,345
TRAJ17,1,345
AC017100.1,1,346
AC073343.2,1,346
EAPP,1,346
GOLT1A,1,347
WDCP,1,347
AC091488.1,1,348
ATP2C2-AS1,1,348
BATF2,1,348
AL590617.2,1,349
ZNF655,1,349
AC010864.1,1,350
TTLL8,1,350
XAF1,1,350
GRK2,1,351
TRAJ3,1,352
JMJD7,1,354
LINC00638,1,354
NUCKS1,1,354
AC093752.2,1,355
AC234772.3,1,355
AL512343.2,1,355
MYOT,1,355
UBAC2-AS1,1,355
AC006115.1,1,356
CPD,1,356
SIX3,1,356
CLEC4M,1,357
GRIN1,1,357
AP3S1,1,358
KIAA2013,1,358
AC000068.2,1,359
SLU7,1,359
TCN1,1,360
AC015961.2,1,361
AC091057.6,1,361
RNPEP,1,361
IGLV7-35,1,362
CDH13,1,363
PAM,1,363
C4BPA,1,364
DHRS4-AS1,1,364
LRRTM2,1,364
MED25,1,364
MBNL2,1,365
TLR4,1,366
CHIC2,1,367
C9orf153,1,368
LINC00519,1,368
LINC01004,1,368
MRPL37,1,368
RBM26-AS1,1,368
AC103691.1,1,369
MYT1L,1,369
CCDC39,1,370
UBAP2,1,370
DEK,1,371
SYCE1,1,371
VPS36,1,372
AC006372.1,1,373
FDFT1,1,373
AC009962.1,1,375
CISD3,1,375
C2orf76,1,376
AGT,1,377
LAD1,1,377
LTF,1,377
SLC4A9,1,377
CUL1,1,378
FBXL5,1,380
SEPT3,1,380
AL360270.1,1,381
B3GNT5,1,381
COMMD7,1,381
AP2A2,1,382
DET1,1,382
TAF5L,1,382
AC068987.5,1,383
FAM90A1,1,383
FICD,1,383
IGLV3-6,1,383
AL158151.3,1,385
AC020922.1,1,386
HIGD1B,1,386
KIRREL3,1,386
NORAD,1,386
TEKT1,1,386
APLP1,1,387
ETAA1,1,387
PIGR,1,387
MAP1LC3A,1,388
KCNK17,1,389
MRFAP1L1,1,390
AL035634.1,1,391
RINT1,1,391
AC010643.1,1,392
TMEM50A,1,392
AL391069.2,1,393
GRK6,1,393
MRPL14,1,394
AC009061.2,1,395
AP001453.4,1,395
PES1,1,395
RRAGB,1,396
PRRC2B,1,397
AC005392.2,1,398
CNTD1,1,398
LINC02193,1,398
USF2,1,399
MR1,1,402
PRKAA2,1,402
USP40,1,403
AL583839.1,1,404
SLC2A14,1,404
AC002553.2,1,406
NR1I3,1,406
PMVK,1,406
CDCP1,1,407
AC020911.1,1,408
ADAM20,1,408
TBL1XR1,1,408
AL589765.5,1,409
IFI44,1,410
ZC3H7A,1,410
AC022075.2,1,413
ACKR3,1,413
COPS6,1,414
AC107871.2,1,415
GOLGA8F,1,415
SNRPB,1,415
AC090527.2,1,416
KCNT1,1,416
RTL8A,1,417
COQ10B,1,418
SH3BP5,1,419
SCN2A,1,420
ZNF337,1,420
MAFG,1,422
ERVMER34-1,1,423
MRPL54,1,423
PTPN3,1,423
AC137932.3,1,424
ARL5A,1,424
AC006027.1,1,425
CHEK1,1,425
FMNL2,1,426
HCG22,1,427
MED30,1,428
AP005717.1,1,429
SIDT1-AS1,1,430
ZSCAN12,1,431
ABCC9,1,432
FRAS1,1,432
AC046158.1,1,433
CASC11,1,433
SLC38A6,1,433
AC108693.2,1,434
ADORA3,1,434
CCK,1,434
ZCCHC9,1,434
ZNF573,1,434
AC073911.1,1,435
ANGPTL5,1,436
NR5A2,1,436
AC027682.6,1,438
ACAT1,1,438
MAP6,1,438
IFT74,1,439
HAS1,1,441
PHKA2,1,441
PLXDC1,1,441
RMC1,1,441
TAL1,1,442
TEX29,1,442
ZNF341-AS1,1,442
FAM83E,1,443
SLC25A38,1,443
CRYBA4,1,444
DGUOK,1,444
PKN2-AS1,1,444
AC011498.2,1,445
AC013731.1,1,445
AC104794.2,1,445
ATP6V1D,1,445
AAAS,1,446
AC245884.10,1,446
VPS9D1-AS1,1,447
AL121672.3,1,448
NUDT21,1,448
AP005328.1,1,449
RCC2,1,449
GATD3B,1,450
UMODL1,1,450
ETV2,1,451
TKT,1,451
TRAPPC3,1,451
AC010547.1,1,452
AC087222.1,1,452
GNG12,1,452
NCOA4,1,452
TNFRSF8,1,452
AC016590.3,1,453
AC068724.1,1,453
AC107952.2,1,454
N4BP2L2,1,454
ZNF616,1,454
CCT6A,1,455
SLC25A18,1,455
C3orf70,1,457
ZMIZ1-AS1,1,457
AC093627.4,1,458
OR52I1,1,458
PSMC3,1,458
AC004148.2,1,460
AL358075.2,1,460
KRT1,1,460
CDH2,1,461
PDS5A,1,461
WTIP,1,461
N6AMT1,1,462
AC097461.1,1,463
TBC1D3D,1,464
AC087491.1,1,465
FAM53C,1,465
AC073263.1,1,466
AC089984.1,1,466
KAT6B,1,466
SNHG18,1,466
AL731566.1,1,467
TAX1BP1,1,467
AC026461.4,1,468
DNAL4,1,468
LHFPL2,1,468
SECISBP2L,1,468
KCTD1,1,469
NOTUM,1,469
RFX8,1,469
AC105942.1,1,471
CNPY4,1,471
HIF1AN,1,471
TMEM9B-AS1,1,472
METTL9,1,473
RPRML,1,473
ARPIN,1,474
SSU72,1,474
NME4,1,475
AC004069.1,1,476
DYSF,1,476
FBN2,1,476
TAS2R19,1,476
AC067930.3,1,477
TMEM167A,1,478
RC3H1,1,479
LCA5L,1,480
LINC01686,1,480
NKX6-3,1,480
RBM48,1,480
NDUFV2,1,481
MND1,1,483
AL021920.3,1,484
XKR3,1,485
ZHX1,1,485
Z84484.1,1,486
DPP7,1,487
L3MBTL4,1,487
RGL3,1,487
ST6GALNAC1,1,488
LINC01971,1,489
AL354732.1,1,490
PRPF4B,1,490
AC073052.2,1,491
TONSL,1,491
SNAP23,1,493
TRAJ32,1,493
CYB5B,1,494
GSEC,1,494
HMGA1P4,1,494
SHE,1,494
CCDC124,1,495
LINC02217,1,495
AC147651.1,1,496
NDUFC2,1,496
AC024909.2,1,497
AC073611.1,1,497
AL627422.2,1,497
PCGF5,1,497
PRSS38,1,498
RBMS1,1,498
MKL2,1,499
AC002454.1,1,500
TFIP11,1,500
AC131934.1,1,501
AL021997.3,1,502
INSL6,1,502
LINC02139,1,502
UBAC1,1,502
AC022784.7,1,504
CCL15-CCL14,1,504
GAR1,1,504
TNNT3,1,504
AL080317.1,1,505
AL355472.3,1,505
GNAT1,1,505
IGHJ3,1,505
AC034111.1,1,506
AL662860.1,1,506
ASGR1,1,506
RAPSN,1,506
ZNF292,1,506
GRIA3,1,507
SPATA5,1,507
CAPNS1,1,508
PDE2A,1,509
MYL4,1,510
C16orf86,1,512
POMK,1,513
PLAC9,1,514
ZFC3H1,1,514
FXR1,1,515
AC026458.2,1,516
IGLJ2,1,516
AL021707.7,1,517
LRRC14B,1,517
MS4A3,1,517
POTEI,1,517
RBM17,1,517
DLEU7-AS1,1,518
LINC01506,1,518
ATP6V1E1,1,519
AL137145.2,1,520
ANAPC5,1,520
RNPEPL1,1,521
DBX2,1,522
VHL,1,522
ZRANB3,1,522
DNAJC12,1,523
SMG1,1,524
AC006449.6,1,525
APEX1,1,525
CAPSL,1,525
NR1D2,1,527
SLC7A8,1,527
AL353593.1,1,528
LNX2,1,528
POLR2G,1,528
ANP32A,1,529
RAB3B,1,529
A3GALT2,1,530
REEP1,1,530
AC004494.1,1,531
MEFV,1,531
SBNO2,1,532
LINC02291,1,533
PYCARD,1,533
ZSCAN16-AS1,1,533
AC092720.1,1,534
BCL6B,1,534
VMA21,1,535
AC018754.1,1,536
TMEM219,1,536
PRRG4,1,537
TRAJ52,1,537
AC091057.4,1,539
C2orf72,1,539
FCRLB,1,540
LINC01140,1,540
MOB2,1,540
SGK2,1,540
CCDC167,1,541
HOXA11-AS,1,541
ZNF280C,1,541
AC011773.3,1,542
RAP1GDS1,1,542
AL162231.2,1,543
AC068987.2,1,544
AC123023.1,1,544
NLRC5,1,544
RAB33B,1,544
DPAGT1,1,545
ELN,1,545
CRYGD,1,546
GIT2,1,546
OR2L2,1,546
CHMP5,1,547
TRGJP2,1,547
DCAF11,1,548
LINC01786,1,548
AL031714.1,1,549
FAAH,1,549
UBASH3B,1,549
RNMT,1,550
CALR3,1,551
RHPN1-AS1,1,551
SMC2-AS1,1,551
TBP,1,551
AC018816.1,1,552
CSNK2B,1,552
ALK,1,554
MRPL45,1,554
AL356124.1,1,555
AC090559.1,1,556
IL36G,1,556
RGS6,1,556
AC124254.1,1,557
CLIP1-AS1,1,559
SSH2,1,559
CASC3,1,560
FAM135A,1,560
OSBPL6,1,560
CPS1,1,561
AC010973.2,1,562
EMC10,1,562
GLB1L,1,564
AL033527.3,1,565
TMF1,1,565
AC015969.1,1,566
AC104964.4,1,566
EED,1,567
PPP3CA,1,568
RPH3AL,1,568
TFF1,1,568
CC2D2B,1,569
LAMC3,1,569
PARP14,1,569
ST6GALNAC5,1,569
COG6,1,570
AC126696.2,1,571
FTX,1,571
AP001781.1,1,572
CAMKMT,1,572
IGHV3-22,1,572
SF3A1,1,572
JAKMIP3,1,573
STX1B,1,573
NPEPPS,1,574
SYNJ2BP-COX16,1,574
LPP,1,575
LINC00513,1,576
TMEM39B,1,576
AC093797.1,1,577
EMC7,1,577
MNT,1,577
PHETA1,1,577
HDAC9,1,578
TRAJ43,1,578
ALX1,1,579
CLEC4F,1,579
XAB2,1,579
DNAJC19,1,580
FKBP6,1,580
AC114730.3,1,582
ANKLE1,1,582
ELOVL6,1,583
MIR3681HG,1,584
PLCXD2-AS1,1,584
AL049697.1,1,585
LRR1,1,585
MBLAC2,1,585
AC068987.3,1,586
MMP24OS,1,586
COX18,1,587
DPY30,1,587
APOB,1,588
CENPW,1,589
CDHR1,1,590
RALY,1,590
AC025580.2,1,591
TMEM71,1,591
ZNF347,1,591
MAATS1,1,592
AP003392.6,1,593
B3GAT2,1,593
CIT,1,594
PPID,1,594
SPARCL1,1,594
BAALC-AS1,1,595
PPP2R3C,1,595
AC025822.2,1,596
ST3GAL5,1,596
TMEM41A,1,597
IGHJ2,1,598
PSMG1,1,598
DNAJC21,1,599
GABRR2,1,599
AL024508.2,1,600
AL355297.2,1,600
TBC1D3G,1,600
AL121990.1,1,602
LINC01814,1,602
RAB13,1,602
SMC1A,1,602
BTBD3,1,603
LINC00671,1,603
LINC02182,1,604
RAD54L,1,604
NDUFA2,1,605
AC009137.1,1,606
FAAP20,1,606
ROR2,1,606
ZNF618,1,606
CALCOCO2,1,607
SNX16,1,607
TRGVA,1,607
U91328.1,1,608
ACAA2,1,609
PARD3,1,609
PPP1R16A,1,609
TAS2R46,1,609
CEP85,1,610
HLX-AS1,1,610
PF4,1,610
PPP4R1-AS1,1,610
SP140L,1,610
AC027228.2,1,611
AC105415.1,1,611
ALDH3B1,1,611
NLRP4,1,611
RBFADN,1,611
SMARCE1,1,611
TSSK6,1,611
AC037487.2,1,612
MAP2K1,1,612
TEX12,1,612
AC010609.1,1,613
MAP7D2,1,613
SEMA3A,1,613
SNX14,1,613
AC046136.1,1,614
OGFR,1,614
GNAI1,1,615
MIEN1,1,615
NR2C2AP,1,616
AC125611.3,1,617
AP003068.1,1,617
YIF1B,1,617
AC005070.3,1,618
AC123768.4,1,618
PKLR,1,618
BTD,1,619
AL732292.2,1,620
CYP1A1,1,620
NENF,1,620
ZNF257,1,620
HDAC10,1,621
AP000777.2,1,622
SLC6A9,1,622
AL590133.2,1,623
ADA2,1,624
OR56B1,1,624
PLEKHG4B,1,624
LRGUK,1,625
CDCA2,1,626
NDUFB10,1,626
BDP1,1,627
AC110285.5,1,628
SLC3A2,1,628
AC010754.1,1,629
AC090204.1,1,629
SOAT2,1,629
AC023946.1,1,630
FSIP2,1,630
LPCAT3,1,630
TRAJ28,1,630
AC007014.1,1,631
PDCD5,1,632
CPLANE1,1,633
LINC01864,1,633
SREK1IP1,1,633
HAO2,1,634
HOXB6,1,634
NRP1,1,635
RSPH10B,1,635
ZNF215,1,635
AC125494.2,1,636
LINC01030,1,636
SNHG7,1,636
AC084871.2,1,637
AL391834.1,1,637
PTPRF,1,637
SARNP,1,637
PPP1CB,1,638
AP003465.1,1,639
BECN1,1,639
KHSRP,1,639
PDE7A,1,640
AC011815.2,1,641
AC020661.1,1,641
AC124066.1,1,642
AL391863.1,1,642
MBOAT7,1,642
NGLY1,1,643
AC106037.2,1,644
AL021707.6,1,644
AL590096.1,1,644
LINC02132,1,644
CTTN,1,645
SOX2,1,645
STX4,1,645
AC092620.1,1,646
MIOX,1,646
UHMK1,1,646
AHCYL2,1,647
AL589765.4,1,647
GARS,1,647
TMEM26,1,647
PSMG3,1,648
SRPK1,1,649
C1orf189,1,650
G3BP1,1,650
NKIRAS1,1,651
ID2-AS1,1,652
ACP7,1,653
CLCN6,1,653
EPGN,1,653
SELENOT,1,653
AC090579.1,1,654
C4orf48,1,654
PKD1L1,1,654
AC073957.2,1,655
AC110048.2,1,655
DDX39B-AS1,1,655
FPR3,1,655
PPP2R2D,1,655
DMGDH,1,656
SMC5,1,656
NNMT,1,657
SPART-AS1,1,657
TPP2,1,657
CCDC187,1,658
LRP2BP,1,658
NSL1,1,658
SLC7A10,1,658
AL162258.2,1,659
AL358072.1,1,659
AC104241.2,1,660
AC106882.1,1,660
DNAJC4,1,661
ZNF417,1,661
AL022313.2,1,662
GSDME,1,662
HTD2,1,662
AC021016.3,1,663
PLA2G6,1,663
RAB5A,1,663
AC010336.3,1,664
TESK1,1,664
AC243585.2,1,665
TOX4,1,665
YARS2,1,665
AC017101.1,1,666
JHY,1,667
TRIM14,1,667
NEGR1,1,668
SIGLEC1,1,668
CELF4,1,669
LSM8,1,669
AC092338.1,1,670
GP9,1,670
KLHL33,1,670
PDAP1,1,670
SPIN2B,1,670
SSC5D,1,670
AC015849.5,1,671
IER3IP1,1,671
AC093512.1,1,672
FBXO43,1,672
LRCH3,1,672
RBPMS,1,673
WNK2,1,673
F13A1,1,674
FBXW5,1,674
KIF23,1,674
DTD1,1,675
HDAC6,1,675
IL21R-AS1,1,675
DUSP26,1,676
SETX,1,676
TTLL11,1,676
AC016738.1,1,677
LAMTOR5,1,677
SOX6,1,677
HRH1,1,678
MAP2K3,1,679
AC078883.2,1,680
BCAR1,1,680
DLGAP1-AS2,1,680
DM1-AS,1,680
RBM10,1,680
TAT,1,681
AFDN-DT,1,682
FBXO21,1,682
IPO8,1,682
TMSB15A,1,682
AC097376.2,1,683
CERS3,1,683
GPI,1,683
HACD4,1,684
AC005808.1,1,685
C2orf74,1,685
ICAM4,1,685
ENTPD4,1,686
ATP5PD,1,687
AL590666.2,1,688
BICDL1,1,688
PHF21A,1,688
AC097103.2,1,689
CU633906.1,1,689
GGPS1,1,689
VNN1,1,689
AC010487.2,1,690
AP002360.1,1,690
HELZ2,1,690
AC034236.3,1,691
SERINC2,1,691
TBC1D8-AS1,1,691
TMOD4,1,691
FKBP7,1,693
ALOX12-AS1,1,694
MDH1B,1,694
SLC2A9,1,694
ITGAL,1,695
HSPA14-1,1,697
AL163051.1,1,698
AC090181.1,1,699
ETNK1,1,699
RASGRP4,1,699
AC015818.2,1,700
AC027644.4,1,700
MANBAL,1,701
IGHV3-69-1,1,702
AATK,1,703
CRYBB2,1,703
DLL4,1,703
SCAF4,1,703
CYP1A2,1,704
ZNF330,1,704
AC004825.2,1,705
AC126763.1,1,705
KCNQ2,1,705
SIRPB1,1,705
USP12,1,705
AC127496.1,1,706
ANP32B,1,706
FAM198A,1,706
JTB,1,707
KCNE5,1,707
TUBD1,1,707
OSBPL8,1,708
RTF2,1,709
GLRX5,1,710
SOX30,1,710
PCIF1,1,711
PODXL2,1,711
GOLGA8H,1,712
RCOR1,1,712
CLEC5A,1,713
THOC3,1,713
AL023581.2,1,714
FP236241.1,1,714
PLPP3,1,714
SINHCAF,1,716
GPR152,1,717
LINC02334,1,717
TMEM125,1,717
TRAJ49,1,717
SMCR5,1,718
GPR89A,1,719
AL031673.1,1,720
TMEM86A,1,720
ZCCHC10,1,720
INPP5D,1,721
PCK1,1,721
GDA,1,722
ZDHHC8,1,722
AL121992.2,1,723
AC004908.1,1,724
ZBTB5,1,724
AL359851.1,1,725
AP003419.1,1,725
TGIF2,1,725
TMTC3,1,725
IMP3,1,726
TMIGD1,1,726
ZFP90,1,726
F11,1,727
AC116407.1,1,728
PDIA6,1,728
AC009120.3,1,729
AL844908.1,1,729
C21orf91-OT1,1,729
IPO7,1,729
SMTNL2,1,729
NEUROG3,1,730
TRAF3IP2-AS1,1,730
AC127070.2,1,731
AC087190.1,1,732
RNF138,1,732
MICU1,1,733
KLF15,1,734
SEMA3F-AS1,1,734
SIN3B,1,734
PIK3CG,1,735
AC008429.3,1,736
XYLT1,1,736
FASTK,1,737
TPM1-AS,1,737
OTUD6B-AS1,1,738
CASP10,1,739
CWF19L1,1,739
TRIM31,1,739
BSDC1,1,740
RPF1,1,742
AL355001.2,1,743
AP003486.1,1,743
EID1,1,743
DIDO1,1,744
TTK,1,744
AC053513.1,1,745
KRT7,1,745
MRPL22,1,745
ZNF789,1,745
CD300LB,1,746
RAB43,1,746
CCDC149,1,747
FAP,1,747
HMGCS1,1,747
KLF13,1,748
FAM8A1,1,749
MFAP4,1,749
C11orf68,1,750
POP5,1,750
PCDHB15,1,751
PRUNE2,1,751
VAPA,1,751
RAB37,1,752
AC004771.5,1,753
AC010422.6,1,753
AC017071.1,1,753
CU638689.4,1,753
VPS28,1,753
AL355916.2,1,754
DLG1-AS1,1,754
SPATA33,1,754
AC008555.2,1,755
GBGT1,1,755
STK32B,1,755
AC096733.2,1,756
CCNE1,1,756
LINC02478,1,756
PFKL,1,756
ELL,1,757
AMDHD1,1,758
RASA4B,1,758
TCF7L1,1,758
TAF10,1,759
CLK4,1,760
STXBP5,1,760
GPR142,1,761
GUCY1B1,1,761
TSC2,1,761
AC016888.1,1,762
CSF3,1,762
SYF2,1,762
ZNF2,1,762
KIF1BP,1,763
AC092115.3,1,764
LIX1L,1,764
DEF6,1,765
DNAJC17,1,766
AC090921.1,1,767
PIGM,1,767
AC091152.2,1,768
AP006621.3,1,768
TMEM216,1,768
AGL,1,769
LINC02145,1,769
TCTE1,1,769
SNX5,1,770
GAS2L3,1,771
MMP21,1,771
MED19,1,772
P4HA2,1,772
TRAPPC10,1,773
AC074099.1,1,774
MLC1,1,774
AC068946.2,1,775
ACP6,1,775
AC034198.2,1,776
GRTP1,1,776
NLRP2,1,776
WDR34,1,776
AL365330.1,1,777
LRRC37B,1,777
AC073578.1,1,778
PSMG2,1,778
RNFT1-DT,1,778
NAA38,1,779
NT5DC2,1,780
RTTN,1,780
AC008277.1,1,781
EEF1AKMT4,1,781
LINC02362,1,781
PPP1R14B,1,781
AL451069.2,1,782
PRAM1,1,783
SH3YL1,1,783
ANO5,1,784
C9orf106,1,784
CTDSP2,1,784
KREMEN1,1,784
SRRD,1,784
AC100861.2,1,785
AC025287.3,1,786
AC108704.1,1,786
SMG9,1,786
AC061992.1,1,787
PADI4,1,788
ANLN,1,789
ALKBH7,1,790
BFSP2-AS1,1,790
CA9,1,790
SERPIND1,1,791
ACBD3,1,792
SFMBT1,1,792
SLC30A3,1,792
FHOD1,1,793
AC021205.3,1,794
AL136162.1,1,794
C7orf43,1,794
CCNA2,1,794
AC007666.1,1,795
AC091053.2,1,795
AC090510.3,1,796
UTP3,1,796
FBLN2,1,797
ZNF266,1,797
DYNC2LI1,1,798
LMAN2,1,798
SLIT1,1,798
STEAP1,1,798
AL603910.1,1,799
MRPS36,1,799
CLDND2,1,800
MYH7B,1,800
ZNHIT3,1,800
AC073352.1,1,801
GRAMD1A,1,801
LINC00237,1,801
LINC02562,1,801
SEPHS1,1,801
ATP8B4,1,802
CYYR1,1,802
HYPK,1,802
PEX13,1,803
TMEM87A,1,803
MSH4,1,804
PFN4,1,804
AC010761.6,1,805
AL022328.1,1,805
PSMC2,1,805
SDCBP2-AS1,1,805
BUB1,1,806
NFKBIE,1,806
TRIM37,1,806
AC246785.3,1,807
AP002807.1,1,807
NME1,1,807
SIPA1L3,1,807
AC012170.2,1,808
SETD5,1,808
HEPACAM,1,809
MRPL44,1,809
AC090673.1,1,810
COLEC11,1,810
RNF149,1,810
LIFR,1,811
PTTG2,1,811
ADAM8,1,812
CCDC181,1,812
CORO7,1,813
P2RY1,1,813
PRKD1,1,813
FAM50A,1,814
NUDT14,1,815
ZNF569,1,815
AC106047.1,1,816
CELF6,1,817
